Row;Crude_oil;Commodities;EnerSect;PrimEnerSect;HybridCommod
Row;Natural_gas;Commodities;EnerSect;PrimEnerSect;HybridCommod
Row;Petr_Ref;Commodities;EnerSect;FinEnerSect;HybridCommod
Row;Ely_gas_wat;Commodities;EnerSect;FinEnerSect;HybridCommod
Row;Agric_fish;Commodities;NonEnerSect;-;NonHybridCommod
Row;Oth_mining;Commodities;NonEnerSect;-;HybridCommod
Row;Petchem;Commodities;NonEnerSect;-;HybridCommod
Row;Non_met_min;Commodities;NonEnerSect;-;HybridCommod
Row;Oth_Manuf;Commodities;NonEnerSect;-;NonHybridCommod
Row;Cial_pub_sces;Commodities;NonEnerSect;-;NonHybridCommod
Row;wtp;Commodities;NonEnerSect;-;NonHybridCommod
Row;atp;Commodities;NonEnerSect;-;NonHybridCommod
Row;otp;Commodities;NonEnerSect;-;NonHybridCommod
Row;Labour_income;OthPart_IOT_AGG;Value_Added;-;-
Row;Labour_Tax;OthPart_IOT_AGG;Value_Added;-;-
Row;Capital_income;OthPart_IOT_AGG;Value_Added;-;-
Row;Production_Tax;OthPart_IOT_AGG;Value_Added;-;-
Row;Profit_margin;OthPart_IOT_AGG;Value_Added;-;-
Row;M_value;OthPart_IOT_AGG;-;-;-
Row;Trade_margins;OthPart_IOT_AGG;Margins;-;-
Row;Transp_margins;OthPart_IOT_AGG;Margins;-;-
Row;SpeMarg_Crude_oil;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Natural_gas;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Petr_Ref;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Ely_gas_wat;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Agric_fish;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Oth_mining;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Petchem;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Non_met_min;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Oth_Manuf;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Cial_pub_sces;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_wtp;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_atp;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_otp;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_C;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_G;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_I;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_FC
Row;SpeMarg_X;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_FC
Row;VA_Tax;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_FC
Row;Energy_Tax_IC;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_FC
Row;Energy_Tax_FC;OthPart_IOT_AGG;Taxes;-;-
Row;ClimPolCompensbySect;OthPart_IOT_AGG;Taxes;-;-
Row;OtherIndirTax;OthPart_IOT_AGG;Taxes;-;-
Row;Crude_oil;OthPart_IOT_AGG;Taxes;-;-
Row;Natural_gas;OthPart_IOT_AGG;Taxes;-;-
Column;Petr_Ref;Sectors;NonSupplierSect;-;-
Column;Ely_gas_wat;Sectors;NonSupplierSect;-;-
Column;Agric_fish;Sectors;-;-;-
Column;Oth_mining;Sectors;-;-;-
Column;Petchem;Sectors;-;-;-
Column;Non_met_min;Sectors;-;-;-
Column;Oth_Manuf;Sectors;-;-;-
Column;Cial_pub_sces;Sectors;-;-;-
Column;wtp;Sectors;-;-;-
Column;atp;Sectors;-;-;-
Column;otp;Sectors;-;-;-
Column;C;Sectors;-;-;-
Column;G;Sectors;-;-;-
Column;I;FC;-;-;-
Column;X;FC;-;-;-
Column;X;FC;-;-;-
Column;X;FC;-;-;-
