Row;Agri;Commodities;NonEnerSect;-;NonHybridCommod
Row;Coal;Commodities;EnerSect;PrimEnerSect;HybridCommod
Row;Crude_oil;Commodities;EnerSect;PrimEnerSect;HybridCommod
Row;Ferrous;Commodities;NonEnerSect;-;NonHybridCommod
Row;Non_ferrous;Commodities;NonEnerSect;-;NonHybridCommod
Row;Non_metallic;Commodities;NonEnerSect;-;NonHybridCommod
Row;Composite;Commodities;NonEnerSect;-;NonHybridCommod
Row;Refinery;Commodities;EnerSect;FinEnerSect;HybridCommod
Row;Coke;Commodities;EnerSect;PrimEnerSect;HybridCommod
Row;Soda;Commodities;NonEnerSect;-;NonHybridCommod
Row;Ethylene;Commodities;NonEnerSect;-;NonHybridCommod
Row;Electricity;Commodities;EnerSect;FinEnerSect;HybridCommod
Row;Gas;Commodities;EnerSect;PrimEnerSect;HybridCommod
Row;Transport;Commodities;NonEnerSect;-;NonHybridCommod
Row;Labour_income;OthPart_IOT_AGG;Value_Added;-;-
Row;Labour_Tax;OthPart_IOT_AGG;Value_Added;-;-
Row;Capital_income;OthPart_IOT_AGG;Value_Added;-;-
Row;Production_Tax;OthPart_IOT_AGG;Value_Added;-;-
Row;Profit_margin;OthPart_IOT_AGG;Value_Added;-;-
Row;M_value;OthPart_IOT_AGG;-;-;-
Row;Trade_margins;OthPart_IOT_AGG;Margins;-;-
Row;Transp_margins;OthPart_IOT_AGG;Margins;-;-
Row;SpeMarg_Agri;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Coal;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Crude_oil;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Ferrous;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Non_ferrous;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Non_metallic;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Composite;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Refinery;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Coke;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Soda;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Ethylene;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Electricity;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Gas;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_Transport;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_C;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_G;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_I;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;SpeMarg_X;OthPart_IOT_AGG;SpeMarg;-;SpeMarg_IC
Row;VA_Tax;OthPart_IOT_AGG;Taxes;-;-
Row;Energy_Tax_IC;OthPart_IOT_AGG;Taxes;-;-
Row;Energy_Tax_FC;OthPart_IOT_AGG;Taxes;-;-
Row;ClimPolCompensbySect;OthPart_IOT_AGG;Taxes;-;-
Row;OtherIndirTax;OthPart_IOT_AGG;Taxes;-;-
Column;Agri;Sectors;-;-;-
Column;Coal;Sectors;-;-;-
Column;Crude_oil;Sectors;-;-;-
Column;Ferrous;Sectors;-;-;-
Column;Non_ferrous;Sectors;-;-;-
Column;Non_metallic;Sectors;-;-;-
Column;Composite;Sectors;-;-;-
Column;Refinery;Sectors;-;-;-
Column;Coke;Sectors;-;-;-
Column;Soda;Sectors;-;-;-
Column;Ethylene;Sectors;-;-;-
Column;Electricity;Sectors;-;-;-
Column;Gas;Sectors;-;-;-
Column;Transport;Sectors;-;-;-
Column;C;FC;-;-;-
Column;G;FC;-;-;-
Column;I;FC;-;-;-
Column;X;FC;-;-;-
